RESPONDENT_ID,QUESTION_ID,ANSWER
CSCS30018,11,3
CTHM30001,0,4
CTHM30001,1,4
CTHM30001,2,4
CTHM30001,3,2
CTHM30001,4,4
CTHM30001,5,4
CTHM30001,6,4
CTHM30001,7,4
CTHM30001,8,4
CTHM30001,9,3
CTHM30001,10,4
CTHM30001,11,4
CSCS20038,0,4
CSCS20038,1,4
CSCS20038,2,4
CSCS20038,3,4
CSCS20038,4,4
CSCS20038,5,4
CSCS20038,6,4
CSCS20038,7,3
CSCS20038,8,4
CSCS20038,9,3
CSCS20038,10,4
CSCS20038,11,4
CTHM30002,0,4
CTHM30002,1,4
CTHM30002,2,4
CTHM30002,3,2
CTHM30002,4,4
CTHM30002,5,5
CTHM30002,6,5
CTHM30002,7,3
CTHM30002,8,5
CTHM30002,9,5
CTHM30002,10,3
CTHM30002,11,4
CSCS30019,0,4
CSCS30019,1,4
CSCS30019,2,4
CSCS30019,3,4
CSCS30019,4,4
CSCS30019,5,5
CSCS30019,6,5
CSCS30019,7,4
CSCS30019,8,5
CSCS30019,9,4
CSCS30019,10,3
CSCS30019,11,1
CSCS40005,0,3
CSCS40005,1,4
CSCS40005,2,3
CSCS40005,3,4
CSCS40005,4,4
CSCS40005,5,3
CSCS40005,6,5
CSCS40005,7,3
CSCS40005,8,4
CSCS40005,9,4
CSCS40005,10,1
CSCS40005,11,1
CTHM30003,0,5
CTHM30003,1,4
CTHM30003,2,4
CTHM30003,3,4
CTHM30003,4,5
CTHM30003,5,5
CTHM30003,6,4
CTHM30003,7,4
CTHM30003,8,4
CTHM30003,9,4
CTHM30003,10,4
CTHM30003,11,4
CSCS40001,0,4
CSCS40001,1,5
CSCS40001,2,5
CSCS40001,3,5
CSCS40001,4,4
CSCS40001,5,4
CSCS40001,6,4
CSCS40001,7,5
CSCS40001,8,5
CSCS40001,9,5
CSCS40001,10,5
CSCS40001,11,5
CSCS40006,0,3
CSCS40006,1,4
CSCS40006,2,4
CSCS40006,3,5
CSCS40006,4,5
CSCS40006,5,4
CSCS40006,6,3
CSCS40006,7,5
CSCS40006,8,5
CSCS40006,9,4
CSCS40006,10,5
CSCS40006,11,4
CSCS30020,0,4
CSCS30020,1,5
CSCS30020,2,4
CSCS30020,3,4
CSCS30020,4,4
CSCS30020,5,5
CSCS30020,6,5
CSCS30020,7,4
CSCS30020,8,5
CSCS30020,9,4
CSCS30020,10,3
CSCS30020,11,3
CTHM30004,0,5
CTHM30004,1,5
CTHM30004,2,5
CTHM30004,3,4
CTHM30004,4,5
CTHM30004,5,5
CTHM30004,6,5
CTHM30004,7,4
CTHM30004,8,3
CTHM30004,9,4
CTHM30004,10,3
CTHM30004,11,3
CSCS40007,0,5
CSCS40007,1,5
CSCS40007,2,5
CSCS40007,3,5
CSCS40007,4,5
CSCS40007,5,5
CSCS40007,6,5
CSCS40007,7,5
CSCS40007,8,5
CSCS40007,9,5
CSCS40007,10,5
CSCS40007,11,1
CTHM30005,0,5
CTHM30005,1,5
CTHM30005,2,3
CTHM30005,3,5
CTHM30005,4,4
CTHM30005,5,5
CTHM30005,6,5
CTHM30005,7,5
CTHM30005,8,5
CTHM30005,9,5
CTHM30005,10,4
CTHM30005,11,4
CSCS30021,0,3
CSCS30021,1,4
CSCS30021,2,4
CSCS30021,3,3
CSCS30021,4,4
CSCS30021,5,4
CSCS30021,6,4
CSCS30021,7,4
CSCS30021,8,4
CSCS30021,9,4
CSCS30021,10,4
CSCS30021,11,4
CTHM30006,0,4
CTHM30006,1,4
CTHM30006,2,4
CTHM30006,3,4
CTHM30006,4,4
CTHM30006,5,5
CTHM30006,6,4
CTHM30006,7,4
CTHM30006,8,5
CTHM30006,9,5
CTHM30006,10,3
CTHM30006,11,3
CSCS40002,0,2
CSCS40002,1,4
CSCS40002,2,3
CSCS40002,3,2
CSCS40002,4,2
CSCS40002,5,3
CSCS40002,6,3
CSCS40002,7,2
CSCS40002,8,3
CSCS40002,9,4
CSCS40002,10,4
CSCS40002,11,2
CSCS30022,0,5
CSCS30022,1,5
CSCS30022,2,5
CSCS30022,3,4
CSCS30022,4,5
CSCS30022,5,5
CSCS30022,6,5
CSCS30022,7,4
CSCS30022,8,5
CSCS30022,9,4
CSCS30022,10,4
CSCS30022,11,4
CSCS20041,0,4
CSCS20041,1,4
CSCS20041,2,5
CSCS20041,3,2
CSCS20041,4,4
CSCS20041,5,4
CSCS20041,6,4
CSCS20041,7,4
CSCS20041,8,4
CSCS20041,9,4
CSCS20041,10,4
CSCS20041,11,3
CTHM30007,0,2
CTHM30007,1,4
CTHM30007,2,5
CTHM30007,3,1
CTHM30007,4,4
CTHM30007,5,4
CTHM30007,6,5
CTHM30007,7,5
CTHM30007,8,5
CTHM30007,9,4
CTHM30007,10,5
CTHM30007,11,3
CSCS10024,0,4
CSCS10024,1,4
CSCS10024,2,4
CSCS10024,3,3
CSCS10024,4,4
CSCS10024,5,4
CSCS10024,6,5
CSCS10024,7,4
CSCS10024,8,4
CSCS10024,9,4
CSCS10024,10,5
CSCS10024,11,3
CSCS40003,0,3
CSCS40003,1,5
CSCS40003,2,5
CSCS40003,3,5
CSCS40003,4,5
CSCS40003,5,5
CSCS40003,6,5
CSCS40003,7,5
CSCS40003,8,5
CSCS40003,9,3
CSCS40003,10,4
CSCS40003,11,1
CTHM30008,0,4
CTHM30008,1,4
CTHM30008,2,5
CTHM30008,3,2
CTHM30008,4,5
CTHM30008,5,5
CTHM30008,6,5
CTHM30008,7,5
CTHM30008,8,5
CTHM30008,9,4
CTHM30008,10,4
CTHM30008,11,2
CSCS30023,0,4
CSCS30023,1,5
CSCS30023,2,5
CSCS30023,3,3
CSCS30023,4,4
CSCS30023,5,4
CSCS30023,6,3
CSCS30023,7,3
CSCS30023,8,5
CSCS30023,9,4
CSCS30023,10,4
CSCS30023,11,3
CSCS20041,0,4
CSCS20041,1,3
CSCS20041,2,3
CSCS20041,3,4
CSCS20041,4,3
CSCS20041,5,4
CSCS20041,6,4
CSCS20041,7,4
CSCS20041,8,4
CSCS20041,9,3
CSCS20041,10,3
CSCS20041,11,4
CTHM30009,0,5
CTHM30009,1,5
CTHM30009,2,5
CTHM30009,3,5
CTHM30009,4,5
CTHM30009,5,5
CTHM30009,6,5
CTHM30009,7,5
CTHM30009,8,5
CTHM30009,9,5
CTHM30009,10,4
CTHM30009,11,5
CSCS20042,0,4
CSCS20042,1,4
CSCS20042,2,4
CSCS20042,3,5
CSCS20042,4,4
CSCS20042,5,4
CSCS20042,6,4
CSCS20042,7,5
CSCS20042,8,4
CSCS20042,9,4
CSCS20042,10,3
CSCS20042,11,4
CSCS40004,0,4
CSCS40004,1,3
CSCS40004,2,4
CSCS40004,3,4
CSCS40004,4,3
CSCS40004,5,4
CSCS40004,6,5
CSCS40004,7,4
CSCS40004,8,5
CSCS40004,9,4
CSCS40004,10,5
CSCS40004,11,1
CTHM40001,0,3
CTHM40001,1,3
CTHM40001,2,3
CTHM40001,3,3
CTHM40001,4,3
CTHM40001,5,3
CTHM40001,6,3
CTHM40001,7,3
CTHM40001,8,3
CTHM40001,9,3
CTHM40001,10,3
CTHM40001,11,3
CSCS30024,0,3
CSCS30024,1,3
CSCS30024,2,3
CSCS30024,3,3
CSCS30024,4,3
CSCS30024,5,3
CSCS30024,6,3
CSCS30024,7,3
CSCS30024,8,3
CSCS30024,9,3
CSCS30024,10,3
CSCS30024,11,2
CSCS10025,0,2
CSCS10025,1,4
CSCS10025,2,5
CSCS10025,3,3
CSCS10025,4,5
CSCS10025,5,4
CSCS10025,6,4
CSCS10025,7,3
CSCS10025,8,4
CSCS10025,9,2
CSCS10025,10,3
CSCS10025,11,2
CSCS30025,0,4
CSCS30025,1,5
CSCS30025,2,5
CSCS30025,3,3
CSCS30025,4,4
CSCS30025,5,4
CSCS30025,6,4
CSCS30025,7,4
CSCS30025,8,4
CSCS30025,9,3
CSCS30025,10,3
CSCS30025,11,3
CTHM40002,0,3
CTHM40002,1,3
CTHM40002,2,3
CTHM40002,3,3
CTHM40002,4,3
CTHM40002,5,3
CTHM40002,6,3
CTHM40002,7,3
CTHM40002,8,3
CTHM40002,9,3
CTHM40002,10,3
CTHM40002,11,3
CTHM40003,0,5
CTHM40003,1,5
CTHM40003,2,5
CTHM40003,3,4
CTHM40003,4,5
CTHM40003,5,5
CTHM40003,6,5
CTHM40003,7,4
CTHM40003,8,5
CTHM40003,9,4
CTHM40003,10,4
CTHM40003,11,4
CSCS30026,0,4
CSCS30026,1,2
CSCS30026,2,3
CSCS30026,3,3
CSCS30026,4,3
CSCS30026,5,2
CSCS30026,6,5
CSCS30026,7,5
CSCS30026,8,5
CSCS30026,9,3
CSCS30026,10,2
CSCS30026,11,1
CSCS10026,0,4
CSCS10026,1,5
CSCS10026,2,4
CSCS10026,3,3
CSCS10026,4,3
CSCS10026,5,4
CSCS10026,6,4
CSCS10026,7,3
CSCS10026,8,3
CSCS10026,9,3
CSCS10026,10,2
CSCS10026,11,1
CSCS30027,0,4
CSCS30027,1,5
CSCS30027,2,5
CSCS30027,3,4
CSCS30027,4,5
CSCS30027,5,5
CSCS30027,6,5
CSCS30027,7,5
CSCS30027,8,5
CSCS30027,9,5
CSCS30027,10,5
CSCS30027,11,3
CSCS10027,0,4
CSCS10027,1,4
CSCS10027,2,5
CSCS10027,3,4
CSCS10027,4,5
CSCS10027,5,5
CSCS10027,6,5
CSCS10027,7,5
CSCS10027,8,5
CSCS10027,9,5
CSCS10027,10,5
CSCS10027,11,5
CSCS30028,0,4
CSCS30028,1,4
CSCS30028,2,3
CSCS30028,3,3
CSCS30028,4,4
CSCS30028,5,5
CSCS30028,6,5
CSCS30028,7,4
CSCS30028,8,5
CSCS30028,9,4
CSCS30028,10,5
CSCS30028,11,3
CSCS30029,0,4
CSCS30029,1,4
CSCS30029,2,3
CSCS30029,3,3
CSCS30029,4,4
CSCS30029,5,5
CSCS30029,6,5
CSCS30029,7,4
CSCS30029,8,3
CSCS30029,9,3
CSCS30029,10,4
CSCS30029,11,5
CSCS30030,0,5
CSCS30030,1,5
CSCS30030,2,5
CSCS30030,3,5
CSCS30030,4,5
CSCS30030,5,5
CSCS30030,6,5
CSCS30030,7,5
CSCS30030,8,5
CSCS30030,9,5
CSCS30030,10,5
CSCS30030,11,4
CSCS30031,0,3
CSCS30031,1,4
CSCS30031,2,4
CSCS30031,3,4
CSCS30031,4,4
CSCS30031,5,4
CSCS30031,6,4
CSCS30031,7,3
CSCS30031,8,5
CSCS30031,9,4
CSCS30031,10,3
CSCS30031,11,1
CSCS30032,0,2
CSCS30032,1,4
CSCS30032,2,3
CSCS30032,3,4
CSCS30032,4,4
CSCS30032,5,4
CSCS30032,6,3
CSCS30032,7,3
CSCS30032,8,3
CSCS30032,9,2
CSCS30032,10,3
CSCS30032,11,2
CSCS30033,0,3
CSCS30033,1,3
CSCS30033,2,4
CSCS30033,3,4
CSCS30033,4,4
CSCS30033,5,4
CSCS30033,6,4
CSCS30033,7,4
CSCS30033,8,3
CSCS30033,9,3
CSCS30033,10,3
CSCS30033,11,3
CSCS30034,0,5
CSCS30034,1,5
CSCS30034,2,5
CSCS30034,3,5
CSCS30034,4,5
CSCS30034,5,5
CSCS30034,6,5
CSCS30034,7,4
CSCS30034,8,5
CSCS30034,9,5
CSCS30034,10,4
CSCS30034,11,5
CSCS30035,0,4
CSCS30035,1,4
CSCS30035,2,4
CSCS30035,3,4
CSCS30035,4,4
CSCS30035,5,4
CSCS30035,6,5
CSCS30035,7,4
CSCS30035,8,5
CSCS30035,9,4
CSCS30035,10,3
CSCS30035,11,4
CSCS30036,0,4
CSCS30036,1,4
CSCS30036,2,4
CSCS30036,3,4
CSCS30036,4,4
CSCS30036,5,4
CSCS30036,6,4
CSCS30036,7,4
CSCS30036,8,4
CSCS30036,9,4
CSCS30036,10,3
CSCS30036,11,3
CSCS30037,0,4
CSCS30037,1,4
CSCS30037,2,4
CSCS30037,3,4
CSCS30037,4,4
CSCS30037,5,4
CSCS30037,6,4
CSCS30037,7,4
CSCS30037,8,4
CSCS30037,9,4
CSCS30037,10,4
CSCS30037,11,4
CSCS30038,0,4
CSCS30038,1,4
CSCS30038,2,4
CSCS30038,3,4
CSCS30038,4,4
CSCS30038,5,4
CSCS30038,6,4
CSCS30038,7,2
CSCS30038,8,2
CSCS30038,9,1
CSCS30038,10,1
CSCS30038,11,3
CSCS30039,0,4
CSCS30039,1,3
CSCS30039,2,4
CSCS30039,3,2
CSCS30039,4,3
CSCS30039,5,4
CSCS30039,6,5
CSCS30039,7,3
CSCS30039,8,4
CSCS30039,9,1
CSCS30039,10,3
CSCS30039,11,3
CLAC10001,0,4
CLAC10001,1,4
CLAC10001,2,5
CLAC10001,3,3
CLAC10001,4,5
CLAC10001,5,5
CLAC10001,6,5
CLAC10001,7,5
CLAC10001,8,4
CLAC10001,9,5
CLAC10001,10,3
CLAC10001,11,4
CSCS30040,0,5
CSCS30040,1,5
CSCS30040,2,5
CSCS30040,3,3
CSCS30040,4,5
CSCS30040,5,5
CSCS30040,6,5
CSCS30040,7,5
CSCS30040,8,5
CSCS30040,9,5
CSCS30040,10,5
CSCS30040,11,1
CLAC10002,0,4
CLAC10002,1,5
CLAC10002,2,4
CLAC10002,3,3
CLAC10002,4,4
CLAC10002,5,4
CLAC10002,6,3
CLAC10002,7,4
CLAC10002,8,5
CLAC10002,9,4
CLAC10002,10,4
CLAC10002,11,5
CSCS30041,0,4
CSCS30041,1,5
CSCS30041,2,5
CSCS30041,3,3
CSCS30041,4,4
CSCS30041,5,5
CSCS30041,6,4
CSCS30041,7,3
CSCS30041,8,4
CSCS30041,9,2
CSCS30041,10,1
CSCS30041,11,1
CLAC10003,0,4
CLAC10003,1,5
CLAC10003,2,5
CLAC10003,3,5
CLAC10003,4,5
CLAC10003,5,5
CLAC10003,6,5
CLAC10003,7,5
CLAC10003,8,5
CLAC10003,9,4
CLAC10003,10,3
CLAC10003,11,2
CLAC10004,0,3
CLAC10004,1,4
CLAC10004,2,4
CLAC10004,3,4
CLAC10004,4,4
CLAC10004,5,5
CLAC10004,6,5
CLAC10004,7,4
CLAC10004,8,4
CLAC10004,9,3
CLAC10004,10,2
CLAC10004,11,2
CLAC10005,0,3
CLAC10005,1,4
CLAC10005,2,3
CLAC10005,3,3
CLAC10005,4,4
CLAC10005,5,4
CLAC10005,6,4
CLAC10005,7,3
CLAC10005,8,4
CLAC10005,9,3
CLAC10005,10,3
CLAC10005,11,3
CLAC10006,0,4
CLAC10006,1,3
CLAC10006,2,4
CLAC10006,3,3
CLAC10006,4,4
CLAC10006,5,5
CLAC10006,6,5
CLAC10006,7,4
CLAC10006,8,4
CLAC10006,9,4
CLAC10006,10,2
CLAC10006,11,2
CLAC10007,0,4
CLAC10007,1,5
CLAC10007,2,5
CLAC10007,3,3
CLAC10007,4,5
CLAC10007,5,5
CLAC10007,6,4
CLAC10007,7,3
CLAC10007,8,4
CLAC10007,9,4
CLAC10007,10,3
CLAC10007,11,2
CLAC10008,0,5
CLAC10008,1,5
CLAC10008,2,5
CLAC10008,3,4
CLAC10008,4,5
CLAC10008,5,5
CLAC10008,6,5
CLAC10008,7,4
CLAC10008,8,5
CLAC10008,9,5
CLAC10008,10,3
CLAC10008,11,4
CLAC20001,0,3
CLAC20001,1,4
CLAC20001,2,5
CLAC20001,3,5
CLAC20001,4,5
CLAC20001,5,5
CLAC20001,6,3
CLAC20001,7,5
CLAC20001,8,4
CLAC20001,9,3
CLAC20001,10,2
CLAC20001,11,4
CLAC20002,0,5
CLAC20002,1,4
CLAC20002,2,5
CLAC20002,3,4
CLAC20002,4,5
CLAC20002,5,5
CLAC20002,6,5
CLAC20002,7,4
CLAC20002,8,4
CLAC20002,9,4
CLAC20002,10,2
CLAC20002,11,1
CLAC20003,0,3
CLAC20003,1,3
CLAC20003,2,3
CLAC20003,3,4
CLAC20003,4,3
CLAC20003,5,3
CLAC20003,6,4
CLAC20003,7,3
CLAC20003,8,4
CLAC20003,9,3
CLAC20003,10,4
CLAC20003,11,4
CLAC20004,0,3
CLAC20004,1,4
CLAC20004,2,3
CLAC20004,3,4
CLAC20004,4,3
CLAC20004,5,3
CLAC20004,6,4
CLAC20004,7,3
CLAC20004,8,3
CLAC20004,9,3
CLAC20004,10,4
CLAC20004,11,4
CLAC20005,0,4
CLAC20005,1,5
CLAC20005,2,5
CLAC20005,3,4
CLAC20005,4,4
CLAC20005,5,5
CLAC20005,6,5
CLAC20005,7,5
CLAC20005,8,5
CLAC20005,9,4
CLAC20005,10,3
CLAC20005,11,1
CLAC20006,0,4
CLAC20006,1,5
CLAC20006,2,5
CLAC20006,3,3
CLAC20006,4,5
CLAC20006,5,5
CLAC20006,6,5
CLAC20006,7,5
CLAC20006,8,5
CLAC20006,9,4
CLAC20006,10,4
CLAC20006,11,1
CTHM20014,0,4
CTHM20014,1,5
CTHM20014,2,5
CTHM20014,3,3
CTHM20014,4,4
CTHM20014,5,5
CTHM20014,6,5
CTHM20014,7,4
CTHM20014,8,5
CTHM20014,9,4
CTHM20014,10,4
CTHM20014,11,3
CLAC20007,0,2
CLAC20007,1,4
CLAC20007,2,4
CLAC20007,3,4
CLAC20007,4,3
CLAC20007,5,5
CLAC20007,6,3
CLAC20007,7,4
CLAC20007,8,2
CLAC20007,9,2
CLAC20007,10,5
CLAC20007,11,1
CTHM20015,0,4
CTHM20015,1,4
CTHM20015,2,5
CTHM20015,3,3
CTHM20015,4,5
CTHM20015,5,5
CTHM20015,6,5
CTHM20015,7,3
CTHM20015,8,5
CTHM20015,9,4
CTHM20015,10,3
CTHM20015,11,3
CLAC20008,0,5
CLAC20008,1,5
CLAC20008,2,5
CLAC20008,3,5
CLAC20008,4,5
CLAC20008,5,5
CLAC20008,6,5
CLAC20008,7,5
CLAC20008,8,5
CLAC20008,9,5
CLAC20008,10,5
CLAC20008,11,5
CTHM20016,0,5
CTHM20016,1,5
CTHM20016,2,5
CTHM20016,3,5
CTHM20016,4,5
CTHM20016,5,5
CTHM20016,6,5
CTHM20016,7,5
CTHM20016,8,5
CTHM20016,9,5
CTHM20016,10,5
CTHM20016,11,5
CTHM20017,0,5
CTHM20017,1,5
CTHM20017,2,5
CTHM20017,3,4
CTHM20017,4,4
CTHM20017,5,5
CTHM20017,6,5
CTHM20017,7,5
CTHM20017,8,5
CTHM20017,9,5
CTHM20017,10,5
CTHM20017,11,3
CLAC20009,0,3
CLAC20009,1,4
CLAC20009,2,3
CLAC20009,3,4
CLAC20009,4,4
CLAC20009,5,4
CLAC20009,6,3
CLAC20009,7,4
CLAC20009,8,3
CLAC20009,9,2
CLAC20009,10,4
CLAC20009,11,1
CLAC30001,0,4
CLAC30001,1,4
CLAC30001,2,4
CLAC30001,3,4
CLAC30001,4,5
CLAC30001,5,4
CLAC30001,6,4
CLAC30001,7,4
CLAC30001,8,4
CLAC30001,9,5
CLAC30001,10,3
CLAC30001,11,3
CTHM20018,0,5
CTHM20018,1,5
CTHM20018,2,5
CTHM20018,3,2
CTHM20018,4,5
CTHM20018,5,5
CTHM20018,6,5
CTHM20018,7,4
CTHM20018,8,5
CTHM20018,9,5
CTHM20018,10,4
CTHM20018,11,1
CLAC20010,0,3
CLAC20010,1,4
CLAC20010,2,5
CLAC20010,3,2
CLAC20010,4,3
CLAC20010,5,4
CLAC20010,6,5
CLAC20010,7,3
CLAC20010,8,3
CLAC20010,9,3
CLAC20010,10,2
CLAC20010,11,1
CLAC40001,0,4
CLAC40001,1,5
CLAC40001,2,4
CLAC40001,3,5
CLAC40001,4,5
CLAC40001,5,4
CLAC40001,6,3
CLAC40001,7,3
CLAC40001,8,4
CLAC40001,9,4
CLAC40001,10,3
CLAC40001,11,1
CTHM20019,0,5
CTHM20019,1,5
CTHM20019,2,5
CTHM20019,3,2
CTHM20019,4,5
CTHM20019,5,5
CTHM20019,6,5
CTHM20019,7,5
CTHM20019,8,5
CTHM20019,9,5
CTHM20019,10,5
CTHM20019,11,4
CLAC30002,0,4
CLAC30002,1,3
CLAC30002,2,4
CLAC30002,3,3
CLAC30002,4,4
CLAC30002,5,4
CLAC30002,6,4
CLAC30002,7,4
CLAC30002,8,4
CLAC30002,9,3
CLAC30002,10,4
CLAC30002,11,2
CLAC20011,0,4
CLAC20011,1,5
CLAC20011,2,5
CLAC20011,3,5
CLAC20011,4,4
CLAC20011,5,5
CLAC20011,6,5
CLAC20011,7,4
CLAC20011,8,5
CLAC20011,9,5
CLAC20011,10,5
CLAC20011,11,3
CLAC40002,0,4
CLAC40002,1,4
CLAC40002,2,4
CLAC40002,3,3
CLAC40002,4,4
CLAC40002,5,4
CLAC40002,6,4
CLAC40002,7,3
CLAC40002,8,4
CLAC40002,9,4
CLAC40002,10,4
CLAC40002,11,3
CLAC30003,0,5
CLAC30003,1,5
CLAC30003,2,5
CLAC30003,3,5
CLAC30003,4,5
CLAC30003,5,5
CLAC30003,6,5
CLAC30003,7,5
CLAC30003,8,5
CLAC30003,9,5
CLAC30003,10,4
CLAC30003,11,1
CLAC20012,0,5
CLAC20012,1,5
CLAC20012,2,5
CLAC20012,3,4
CLAC20012,4,5
CLAC20012,5,5
CLAC20012,6,5
CLAC20012,7,5
CLAC20012,8,4
CLAC20012,9,4
CLAC20012,10,3
CLAC20012,11,2
CLAC30004,0,5
CLAC30004,1,5
CLAC30004,2,5
CLAC30004,3,5
CLAC30004,4,5
CLAC30004,5,5
CLAC30004,6,5
CLAC30004,7,5
CLAC30004,8,5
CLAC30004,9,5
CLAC30004,10,4
CLAC30004,11,1
CLAC20013,0,4
CLAC20013,1,4
CLAC20013,2,4
CLAC20013,3,3
CLAC20013,4,5
CLAC20013,5,5
CLAC20013,6,5
CLAC20013,7,5
CLAC20013,8,5
CLAC20013,9,5
CLAC20013,10,5
CLAC20013,11,3
CTHM20020,0,4
CTHM20020,1,5
CTHM20020,2,4
CTHM20020,3,3
CTHM20020,4,4
CTHM20020,5,5
CTHM20020,6,5
CTHM20020,7,4
CTHM20020,8,5
CTHM20020,9,4
CTHM20020,10,3
CTHM20020,11,3
CLAC40003,0,5
CLAC40003,1,4
CLAC40003,2,5
CLAC40003,3,5
CLAC40003,4,4
CLAC40003,5,5
CLAC40003,6,5
CLAC40003,7,3
CLAC40003,8,5
CLAC40003,9,3
CLAC40003,10,4
CLAC40003,11,3
CLAC30005,0,5
CLAC30005,1,5
CLAC30005,2,5
CLAC30005,3,5
CLAC30005,4,5
CLAC30005,5,5
CLAC30005,6,5
CLAC30005,7,5
CLAC30005,8,5
CLAC30005,9,5
CLAC30005,10,3
CLAC30005,11,1
CLAC40004,0,4
CLAC40004,1,5
CLAC40004,2,5
CLAC40004,3,5
CLAC40004,4,5
CLAC40004,5,5
CLAC40004,6,5
CLAC40004,7,3
CLAC40004,8,5
CLAC40004,9,5
CLAC40004,10,4
CLAC40004,11,4
CLAC20014,0,4
CLAC20014,1,4
CLAC20014,2,4
CLAC20014,3,4
CLAC20014,4,4
CLAC20014,5,5
CLAC20014,6,3
CLAC20014,7,3
CLAC20014,8,3
CLAC20014,9,4
CLAC20014,10,3
CLAC20014,11,3
CLAC30006,0,5
CLAC30006,1,5
CLAC30006,2,5
CLAC30006,3,5
CLAC30006,4,5
CLAC30006,5,5
CLAC30006,6,5
CLAC30006,7,5
CLAC30006,8,5
CLAC30006,9,5
CLAC30006,10,4
CLAC30006,11,1
CLAC40005,0,4
CLAC40005,1,4
CLAC40005,2,3
CLAC40005,3,3
CLAC40005,4,4
CLAC40005,5,4
CLAC40005,6,4
CLAC40005,7,3
CLAC40005,8,3
CLAC40005,9,3
CLAC40005,10,3
CLAC40005,11,2
CLAC20015,0,5
CLAC20015,1,5
CLAC20015,2,5
CLAC20015,3,4
CLAC20015,4,5
CLAC20015,5,5
CLAC20015,6,5
CLAC20015,7,5
CLAC20015,8,5
CLAC20015,9,5
CLAC20015,10,4
CLAC20015,11,2
CLAC40006,0,5
CLAC40006,1,5
CLAC40006,2,5
CLAC40006,3,5
CLAC40006,4,5
CLAC40006,5,5
CLAC40006,6,5
CLAC40006,7,5
CLAC40006,8,5
CLAC40006,9,4
CLAC40006,10,2
CLAC40006,11,1
CLAC30007,0,5
CLAC30007,1,5
CLAC30007,2,3
CLAC30007,3,2
CLAC30007,4,2
CLAC30007,5,4
CLAC30007,6,3
CLAC30007,7,4
CLAC30007,8,3
CLAC30007,9,2
CLAC30007,10,3
CLAC30007,11,4
CTHM20021,0,5
CTHM20021,1,5
CTHM20021,2,4
CTHM20021,3,5
CTHM20021,4,5
CTHM20021,5,5
CTHM20021,6,5
CTHM20021,7,4
CTHM20021,8,4
CTHM20021,9,4
CTHM20021,10,4
CTHM20021,11,3
CLAC20016,0,4
CLAC20016,1,4
CLAC20016,2,4
CLAC20016,3,3
CLAC20016,4,4
CLAC20016,5,4
CLAC20016,6,4
CLAC20016,7,3
CLAC20016,8,4
CLAC20016,9,4
CLAC20016,10,4
CLAC20016,11,3
CTHM20022,0,4
CTHM20022,1,4
CTHM20022,2,5
CTHM20022,3,4
CTHM20022,4,4
CTHM20022,5,5
CTHM20022,6,5
CTHM20022,7,4
CTHM20022,8,4
CTHM20022,9,3
CTHM20022,10,3
CTHM20022,11,3
CLAC30008,0,5
CLAC30008,1,5
CLAC30008,2,5
CLAC30008,3,5
CLAC30008,4,5
CLAC30008,5,5
CLAC30008,6,5
CLAC30008,7,5
CLAC30008,8,5
CLAC30008,9,5
CLAC30008,10,4
CLAC30008,11,1
CLAC20017,0,5
CLAC20017,1,4
CLAC20017,2,5
CLAC20017,3,5
CLAC20017,4,4
CLAC20017,5,5
CLAC20017,6,5
CLAC20017,7,4
CLAC20017,8,3
CLAC20017,9,3
CLAC20017,10,4
CLAC20017,11,4
CLAC30009,0,5
CLAC30009,1,5
CLAC30009,2,5
CLAC30009,3,5
CLAC30009,4,5
CLAC30009,5,5
CLAC30009,6,5
CLAC30009,7,5
CLAC30009,8,5
CLAC30009,9,5
CLAC30009,10,5
CLAC30009,11,5
CTHM20023,0,5
CTHM20023,1,5
CTHM20023,2,5
CTHM20023,3,4
CTHM20023,4,5
CTHM20023,5,5
CTHM20023,6,5
CTHM20023,7,3
CTHM20023,8,5
CTHM20023,9,5
CTHM20023,10,4
CTHM20023,11,3
CLAC40007,0,4
CLAC40007,1,4
CLAC40007,2,5
CLAC40007,3,4
CLAC40007,4,3
CLAC40007,5,4
CLAC40007,6,5
CLAC40007,7,3
CLAC40007,8,3
CLAC40007,9,3
CLAC40007,10,4
CLAC40007,11,4
CTHM20024,0,5
CTHM20024,1,5
CTHM20024,2,5
CTHM20024,3,3
CTHM20024,4,4
CTHM20024,5,5
CTHM20024,6,4
CTHM20024,7,5
CTHM20024,8,5
CTHM20024,9,5
CTHM20024,10,4
CTHM20024,11,3
CLAC20018,0,3
CLAC20018,1,4
CLAC20018,2,4
CLAC20018,3,5
CLAC20018,4,2
CLAC20018,5,2
CLAC20018,6,4
CLAC20018,7,1
CLAC20018,8,5
CLAC20018,9,3
CLAC20018,10,3
CLAC20018,11,5
CLAC30010,0,5
CLAC30010,1,5
CLAC30010,2,5
CLAC30010,3,5
CLAC30010,4,5
CLAC30010,5,5
CLAC30010,6,5
CLAC30010,7,5
CLAC30010,8,5
CLAC30010,9,5
CLAC30010,10,3
CLAC30010,11,1
CTHM20025,0,4
CTHM20025,1,5
CTHM20025,2,5
CTHM20025,3,4
CTHM20025,4,5
CTHM20025,5,5
CTHM20025,6,5
CTHM20025,7,4
CTHM20025,8,5
CTHM20025,9,5
CTHM20025,10,4
CTHM20025,11,3
CLAC40008,0,5
CLAC40008,1,5
CLAC40008,2,5
CLAC40008,3,5
CLAC40008,4,5
CLAC40008,5,5
CLAC40008,6,5
CLAC40008,7,5
CLAC40008,8,5
